"Wavelength","ATTO 550 EM","ATTO 550 AB"
300,,0.0980909084
301,,0.0967727268
302,,0.0951168828904762
303,,0.0931233766714286
304,,0.090792208142857
305,,0.0880129869696969
306,,0.0850735940086579
307,,0.0818398281948051
308,,0.0783549807532467
309,,0.0748398295194804
310,,0.0708917769870129
311,,0.0668614732727272
312,,0.0628571435714285
313,,0.0586536792727272
314,,0.0546450206233765
315,,0.0507575745454545
316,,0.0472077914805194
317,,0.044125541073593
318,,0.04117748908658
319,,0.0388051953852813
320,,0.036987014
321,,0.035329005056277
322,,0.0339696971298701
323,,0.0325367964805194
324,,0.0312337663116883
325,,0.0297965368311688
326,,0.0282034631082251
327,,0.0265844158441558
328,,0.0252207796536796
329,,0.0240649353852814
330,,0.0232683982380952
331,,0.0227142855324675
332,,0.0227748917445887
333,,0.0234069267272727
334,,0.0244372298701298
335,,0.0258484849264069
336,,0.0275367967445887
337,,0.0292640693333333
338,,0.0308398269870129
339,,0.0319826845194805
340,,0.0329826849350649
341,,0.0337489192770562
342,,0.0343246765757575
343,,0.0347056279610389
344,,0.0352640689480519
345,,0.0357532455757575
346,,0.0365454528311688
347,,0.0373506478571428
348,,0.0384545443203463
349,,0.0396320345584415
350,,0.0411904768268398
351,,0.0429740266406926
352,,0.045450217103896
353,,0.0481385289826839
354,,0.0509826847878787
355,,0.0535930741731601
356,,0.0557142858311688
357,,0.0571774888268397
358,,0.0581255402077921
359,,0.0582077907619047
360,,0.0576666654891774
361,,0.0563419909393939
362,,0.0544285713506493
363,,0.0520995669870129
364,,0.0495064934285714
365,,0.0465974022510822
366,,0.0436926402597402
367,,0.0406753245324675
368,,0.03785281408658
369,,0.0352467532770562
370,,0.0328787875974026
371,,0.0305887441774891
372,,0.0284155841601731
373,,0.0263593072121212
374,,0.0246666666709956
375,,0.0235411258311688
376,,0.0224761904761904
377,,0.0214935062034632
378,,0.0202857142813853
379,,0.018835497982684
380,,0.0171861474415584
381,,0.0159090912294372
382,,0.0147748921168831
383,,0.0140389612683982
384,,0.0137229436623376
385,,0.0139004329480519
386,,0.0144199137922078
387,,0.0151774898961039
388,,0.0156926415844156
389,,0.0159220787229437
390,,0.0157792214675324
391,,0.015510823021645
392,,0.015510823021645
393,,0.0155064941038961
394,,0.0157402605108225
395,,0.0161688321991342
396,,0.0164632045541125
397,,0.0166277066277056
398,,0.0167705639523809
399,,0.0170909099696969
400,,0.017168832012987
401,,0.0172034637965368
402,,0.0173939396060606
403,,0.0176060603939394
404,,0.0177965362034632
405,,0.018012985987013
406,,0.017969696030303
407,,0.017952380047619
408,,0.0177186144632034
409,,0.0174025976580086
410,,0.0170000007229437
411,,0.0166883128398268
412,,0.0163116895238095
413,,0.0160000008614718
414,,0.0155974032251082
415,,0.0153722947445887
416,,0.0151688313073593
417,,0.0148311688008658
418,,0.0146277055367965
419,,0.0144025974025974
420,,0.014
421,,0.0135974025974026
422,,0.0132813852813853
423,,0.0131385281385281
424,,0.012969696969697
425,,0.0129090909090909
426,,0.013
427,,0.0130909090909091
428,,0.0129393939393939
429,,0.0128311688311688
430,,0.0127662337662337
431,,0.0127445887445887
432,,0.0127662337662337
433,,0.0128311688311688
434,,0.0129393939393939
435,,0.013
436,,0.012969696969697
437,,0.0131385281385281
438,,0.0133722943722944
439,,0.0136277056277056
440,,0.0138614718614718
441,,0.0139393939393939
442,,0.0141515151515151
443,,0.0140779220779221
444,,0.0142034632034632
445,,0.0143030302121212
446,,0.0144848484545454
447,,0.01490476204329
448,,0.0154329008051948
449,,0.0158484856580086
450,,0.0164588753809524
451,,0.0169090915714286
452,,0.0175108228268398
453,,0.018108224991342
454,,0.0188787875281385
455,,0.0199090904761904
456,,0.0209090904978355
457,,0.0219696969696969
458,,0.0231385283679653
459,,0.0243722949264069
460,,0.0255367972251082
461,,0.0267402602337662
462,,0.0281385282121212
463,,0.0295108227878787
464,,0.0308787878354978
465,,0.0325064932337662
466,,0.0342813848658008
467,,0.0361385276623376
468,,0.0379696962727272
469,,0.0399090899696969
470,,0.041909090038961
471,,0.0439696967186147
472,,0.0460476184978354
473,,0.0483419912727272
474,,0.0507662336753246
475,,0.0531428566320346
476,,0.0556277053419913
477,,0.0579999991774891
478,,0.0603722941558441
479,,0.0627662339610389
480,,0.065203463056277
481,,0.0677056283809523
482,,0.0702034643463202
483,,0.0726753260129869
484,,0.0753419929783549
485,,0.0780476190129869
486,,0.0808787885670995
487,,0.0836969699350648
488,,0.0868051940216449
489,,0.0903766224761904
490,,0.0943636357316016
491,,0.0990259736536795
492,,0.104359307134199
493,,0.110428570714286
494,,0.116991342203463
495,,0.124116882298701
496,,0.131761905367965
497,,0.140147187835498
498,,0.148852816190476
499,,0.158147188701298
500,,0.167852816190476
501,,0.178238096926407
502,,0.189064935670995
503,,0.200251081341991
504,,0.211536795627705
505,,0.223043291558441
506,,0.234272729264069
507,,0.245056278008658
508,,0.255402596233766
509,,0.265298696450216
510,,0.274328998008658
511,,0.282567091558441
512,,0.289818171428571
513,,0.296372285714285
514,,0.301766227186147
515,,0.306112551818181
516,,0.309584415584415
517,,0.312129873333333
518,,0.313852821645021
519,,0.31507360064935
520,,0.316000002554112
521,,0.316926404025974
522,,0.318147181731601
523,0.00113333332121212,0.319870127878787
524,0.000933333330303031,0.322324675324675
525,0.000852380958225108,0.325584418484848
526,0.000890476204978355,0.33000866
527,0.00104761907056277,0.33587013047619
528,0.00134199138225108,0.343645022251082
529,0.0016753247060606,0.353077921212121
530,0.00211255418268398,0.364709955281385
531,0.00267532473419913,0.378554111428571
532,0.00325108227359307,0.394670991904761
533,0.0039264070103896,0.413125536926406
534,0.00498701307792207,0.433896093939393
535,0.00620779230346319,0.457069255108224
536,0.00789610406103895,0.482645022424242
537,0.00980519477965367,0.510251089177488
538,0.0120865798627705,0.540229454632034
539,0.0147316013580086,0.572303049090908
540,0.0180432899385281,0.606086587489177
541,0.0220779225852814,0.641597404545454
542,0.0272207799740259,0.67810389056277
543,0.0336623382597402,0.715389607142856
544,0.041277057099567,0.752930738528137
545,0.0505800867705627,0.790251084199133
546,0.0617359303419913,0.827034641904761
547,0.074861471125541,0.862194809220778
548,0.0905584409610388,0.89498268116883
549,0.10892207765368,0.924718609523808
550,0.130177489900433,0.950190476969696
551,0.15529004156277,0.970714292640691
552,0.183173158363636,0.985489188614717
553,0.214597401645021,0.993995675627704
554,0.249385282554112,0.995926403073592
555,0.287303036060606,0.990878776103895
556,0.328571433376623,0.978727266320345
557,0.371969702987012,0.959575750779219
558,0.417385293549783,0.933519477489176
