"Wavelength","Alexa Fluor 555 EM","Alexa Fluor 555 EX"
300,,0.111
301,,0.0973
302,,0.0887
303,,0.0825
304,,0.0808
305,,0.0678
306,,0.0571
307,,0.0573
308,,0.0533
309,,0.0431
310,,0.0452
311,,0.0439
312,,0.0396
313,,0.0385
314,,0.038
315,,0.0365
316,,0.0418
317,,0.0381
318,,0.0337
319,,0.0322
320,,0.0293
321,,0.024
322,,0.027
323,,0.0234
324,,0.0219
325,,0.0257
326,,0.0294
327,,0.0225
328,,0.0314
329,,0.032
330,,0.0264
331,,0.0291
332,,0.0284
333,,0.0256
334,,0.0226
335,,0.0283
336,,0.0207
337,,0.019
338,,0.0174
339,,0.0159
340,,0.0154
341,,0.014
342,,0.0124
343,,0.0151
344,,0.0129
345,,0.0118
346,,0.0125
347,,0.0149
348,,0.011
349,,0.0125
350,,0.0143
351,,0.014
352,,0.0116
353,,0.013
354,,0.0114
355,,0.0126
356,,0.01
357,,0.0108
358,,0.0073
359,,0.0111
360,,0.0059
361,,0.0077
362,,0.0085
363,,0.0072
364,,0.0046
365,,0.0069
366,,0.0052
367,,0.0052
368,,0.0035
369,,0.0028
370,,0.0005
371,,0.0025
372,,0.0017
373,,0.0032
374,,0.0018
375,,0.0001
376,,0.0047
377,,0.0045
378,,0.0001
379,,0.0069
380,,0.0055
381,,0.0053
382,,0.0056
383,,0.0176
384,,0.0099
385,,0.0046
386,,0.0046
387,,0.0049
388,,0.0042
389,,0.0059
390,,0.0049
391,,0.0054
392,,0.0045
393,,0.0049
394,,0.0025
395,,0.0054
396,,0.0042
397,,0.0044
398,,0.0044
399,,0.0054
400,,0.0027
401,,0.0046
402,,0.0029
403,,0.0044
404,,0.0035
405,,0.0038
406,,0.0022
407,,0.0035
408,,0.0032
409,,0.0045
410,,0.0036
411,,0.0051
412,,0.0042
413,,0.005
414,,0.0052
415,,0.0044
416,,0.0045
417,,0.0066
418,,0.0061
419,,0.0059
420,,0.0059
421,,0.0055
422,,0.0068
423,,0.0069
424,,0.0059
425,,0.0066
426,,0.0092
427,,0.0095
428,,0.0076
429,,0.0076
430,,0.0083
431,,0.0107
432,,0.0076
433,,0.0093
434,,0.0082
435,,0.0089
436,,0.0088
437,,0.0099
438,,0.0101
439,,0.0116
440,,0.0106
441,,0.0106
442,,0.0112
443,,0.012
444,,0.0115
445,,0.0142
446,,0.0143
447,,0.0164
448,,0.0184
449,,0.0182
450,,0.0186
451,,0.0213
452,,0.0207
453,,0.0229
454,,0.0229
455,,0.0261
456,,0.027
457,,0.0283
458,,0.0285
459,,0.0324
460,,0.0329
461,,0.0348
462,,0.0371
463,,0.0389
464,,0.0414
465,,0.0416
466,,0.0445
467,,0.0475
468,,0.0509
469,,0.0543
470,,0.0563
471,,0.0598
472,,0.0617
473,,0.0666
474,,0.0712
475,,0.0755
476,,0.0801
477,,0.0854
478,,0.0931
479,,0.0963
480,,0.1016
481,,0.108
482,,0.1141
483,,0.1177
484,,0.1242
485,,0.1282
486,,0.1342
487,,0.1377
488,,0.1425
489,,0.1467
490,,0.1523
491,,0.1551
492,,0.1611
493,,0.1642
494,,0.1717
495,,0.1777
496,,0.187
497,,0.1927
498,,0.2018
499,,0.2119
500,,0.2237
501,,0.2332
502,,0.2472
503,,0.2581
504,,0.2752
505,,0.2893
506,,0.3079
507,,0.3254
508,,0.3444
509,,0.3617
510,,0.3815
511,,0.4015
512,,0.4188
513,,0.4354
514,,0.4535
515,,0.4666
516,,0.4798
517,,0.4899
518,,0.4962
519,,0.4996
520,,0.5051
521,,0.5041
522,,0.5044
523,,0.5
524,,0.4987
525,,0.4921
526,,0.4896
527,,0.4865
528,,0.4846
529,,0.4839
530,,0.4879
531,,0.4906
532,,0.4966
533,,0.505
534,,0.5148
535,0.0193,0.5272
536,0.0208,0.542
537,0.0232,0.5586
538,0.0251,0.5794
539,0.0305,0.5995
540,0.0372,0.6246
541,0.0429,0.6503
542,0.0543,0.6788
543,0.0648,0.7103
544,0.0793,0.7426
545,0.0959,0.7785
546,0.1161,0.8143
547,0.14,0.8528
548,0.1669,0.8882
549,0.1961,0.9209
550,0.2374,0.9506
551,0.2753,0.9757
552,0.3215,0.9915
553,0.3717,1
554,0.4243,0.9992
555,0.4858,0.9887
556,0.5451,0.9666
557,0.6003,0.9356
558,0.6674,0.8936
559,0.7259,0.8493
560,0.7798,0.7973
561,0.8271,0.7419
562,0.8729,0.6812
563,0.9129,0.6214
564,0.9483,0.5615
565,0.9704,0.5023
566,0.9888,0.4467
567,0.9969,0.3959
568,1,0.3469
569,0.9923,0.3031
570,0.9786,0.2626
571,0.9646,0.2265
572,0.9481,0.1951
573,0.9265,0.1669
574,0.889,0.143
575,0.8622,0.1233
576,0.8361,0.1034
577,0.7992,0.0886
578,0.7678,0.0765
579,0.7384,0.0663
580,0.7047,0.0553
581,0.6809,0.047
582,0.6505,0.0406
583,0.628,0.0365
584,0.5972,0.0321
585,0.5724,0.029
586,0.5491,0.024
587,0.5234,0.0221
588,0.5089,0.0187
589,0.4885,0.0169
590,0.4744,0.0161
591,0.4627,0.0144
592,0.4522,0.0126
593,0.437,0.0135
594,0.432,0.0126
595,0.4245,0.0109
596,0.4177,0.0106
597,0.4147,0.0124
598,0.4135,0.0085
599,0.4083,0.0108
600,0.4054,0.0096
601,0.4073
602,0.4021
603,0.4073
604,0.4028
605,0.4064
606,0.4084
607,0.4017
608,0.4015
609,0.4036
610,0.3983
611,0.3993
612,0.3932
613,0.3841
614,0.3841
615,0.3767
616,0.3686
617,0.359
618,0.3515
619,0.3418
620,0.3381
621,0.3282
622,0.3144
623,0.306
624,0.2909
625,0.2893
626,0.2734
627,0.2643
628,0.2546
629,0.2428
630,0.2343
631,0.2256
632,0.2165
633,0.2117
634,0.2001
635,0.1945
636,0.1873
637,0.1816
638,0.1728
639,0.1681
640,0.1585
641,0.1528
642,0.1482
643,0.1453
644,0.1391
645,0.1372
646,0.1317
647,0.1275
648,0.1227
649,0.1204
650,0.12
651,0.115
652,0.1121
653,0.1086
654,0.108
655,0.1034
656,0.1038
657,0.0995
658,0.0964
659,0.0954
660,0.0952
661,0.0909
662,0.0884
663,0.0911
664,0.0862
665,0.0845
666,0.0841
667,0.081
668,0.0767
669,0.0778
670,0.0769
671,0.0738
672,0.0715
673,0.0685
674,0.0675
675,0.0673
676,0.0651
677,0.0613
678,0.0619
679,0.0592
680,0.0593
681,0.0556
682,0.0512
683,0.052
684,0.0527
685,0.0493
686,0.0472
687,0.0467
688,0.044
689,0.0432
690,0.0415
691,0.0384
692,0.0393
693,0.0372
694,0.0346
695,0.0354
696,0.031
697,0.0311
698,0.0313
699,0.029
700,0.0285
701,0.0288
702,0.0269
703,0.0254
704,0.0248
705,0.0235
706,0.0217
707,0.0222
708,0.02
709,0.0183
710,0.0211
711,0.0185
712,0.0192
713,0.0181
714,0.0165
715,0.0158
716,0.0156
717,0.0144
718,0.0153
719,0.0125
720,0.0151
721,0.0119
722,0.013
723,0.0129
724,0.0131
