"Wavelength","ATTO 647N EM","ATTO 647N AB"
640,0.205203467835498,0.914597407532466
641,0.235095243809523,0.939225110649349
642,0.268419918917749,0.960372298268397
643,0.305155847229437,0.977541127705626
644,0.345554116277056,0.99005195099567
645,0.389125547532467,0.997549788354977
646,0.435285719523809,0.999744592207791
647,0.483103895800865,0.996164504285713
648,0.531428565064934,0.987056272597401
649,0.579528129350649,0.972328999523808
650,0.626779208268397,0.952264067575756
651,0.672640680216449,0.926956710129869
652,0.716675323809523,0.896471867748917
653,0.758813862597401,0.861666674112553
654,0.798943736277055,0.82325974103896
655,0.83669265099567,0.781567096796536
656,0.871225115324674,0.737432890086579
657,0.902277065021644,0.691740242597402
658,0.929380967532466,0.645242406839826
659,0.952043303506492,0.598497822900432
660,0.970164519653678,0.551999998744588
661,0.983748928354977,0.506774896926406
662,0.993142868744587,0.463212127748917
663,0.998645022770561,0.421510827878787
664,1.00026839839827,0.381987015714285
665,0.998225109264068,0.344714282987013
666,0.992792217792206,0.310147186147186
667,0.983800872770561,0.277991341991342
668,0.97178789103896,0.248580086580086
669,0.956822524285713,0.221831167922078
670,0.939463217316016,0.197303030909091
671,0.920064935151514,0.175134200822511
672,0.899116882164501,0.15518182051948
673,0.876597392424241,0.13683550038961
674,0.85317314112554,0.120389612545454
675,0.82874024164502,0.105562772463203
676,0.803861457878787,0.0926277064199133
677,0.778545449653679,0.0811255407575757
678,0.753246748138527,0.0708484852640692
679,0.727735932770562,0.062030303077922
680,0.702294379480519,0.0540129866450216
681,0.676493512640692,0.046562770064935
682,0.651190478051947,0.0397316011948051
683,0.626112560086579,0.0334761901385281
684,0.601519488614718,0.0279307356969697
685,0.577359319826839,0.0230735933636363
686,0.554025985108224,0.019103896378355
687,0.531272742554112,0.0158225108441558
688,0.509255423939393,0.0130562769688311
689,0.487640699696969,0.0109437230290043
690,0.466844159956709,0.00926839846017315
691,0.446748919610389,0.00792640688354977
692,0.427463203246753,0.00678787886536796
693,0.409138524025974,0.0057878789077922
694,0.391969692727272,0.00510822529307359
695,0.375999994675324,0.00441991352077921
696,0.361121209437229,0.00387878799437229
697,0.346982678614718,0.00350649362294372
698,0.333610389523809,0.00328138538311688
699,0.320982682943722,0.00313852816623376
700,0.309121211471861,0.00306060604545454
701,0.298272728831168,0.00293939391818181
702,0.288242424675324,0.00286147187532467
703,0.278965368181818,0.00262770566493506
704,0.27022078012987,0.00237229443506493
705,0.262056275324675,0.00222943732467532
706,0.254363635757575,0.0020000001060606
707,0.247164499350649,0.00177056286580086
708,0.240701297445887,0.00162770569047619
709,0.235194805930736,0.00137229440952381
710,0.230316015194805,0.00113852815238095
711,0.225805194025974,0.00101774891952381
712,0.221666664329004,0.000955411250952381
713,0.217926404372294,0.000951515146666667
714,0.21429869987013,0.00100606060666667
715,0.21089610069264
716,0.207987011298701
717,0.205238095497835
718,0.202848485541125
719,0.200645021255411
720,0.198653678614718
721,0.196766232510822
722,0.194831166883117
723,0.19303030038961
724,0.191030303030303
725,0.188922078744588
726,0.186796540865801
727,0.184696973722943
728,0.182515154632034
729,0.180095241861472
730,0.177658011774892
731,0.175181822207792
732,0.17240260056277
733,0.169809524329004
734,0.166891777186147
735,0.163982685367965
736,0.160839828874459
737,0.157264072597402
738,0.153627710909091
739,0.150060611082251
740,0.146450222337662
741,0.143060611991342
742,0.139536801212121
743,0.136233767878788
744,0.132887446493506
745,0.129233764458874
746,0.125627703896104
747,0.121999997402597
748,0.118372293766234
749,0.114766234675325
750,0.111112554385281
751,0.107675324584415
752,0.104341990774892
753,0.101047617995671
754,0.0979696958181817
755,0.0949090907445886
756,0.0920909087792206
757,0.0890303038095237
758,0.0857705639783549
759,0.0825974034372293
760,0.0794199143722943
761,0.0764805198484847
762,0.0736450215108224
763,0.0710216457489176
764,0.0686753248528138
765,0.066341992108225
766,0.0640476188008657
767,0.0619696965714285
768,0.0599090909480519
769,0.0579999998744588
770,0.0560000000043289
771,0.0539090919090908
772,0.0519696976969696
773,0.0500476197922077
774,0.0482510823116882
775,0.0466450218917748
776,0.0453419915541125
777,0.044077922030303
778,0.042831169051948
779,0.0416277059653679
780,0.0403116879350649
781,0.0389696961904761
782,0.0377359294069264
783,0.0366536787619047
784,0.0357662329264069
785,0.0348311685541125
786,0.0339393944502164
787,0.0330000008571428
788,0.0319696976277056
789,0.0311385279177489
790,0.0302813845151515
791,0.0295974019653679
792,0.0289999994718614
793,0.0283116885670995
794,0.0276883125021645
795,0.026909092
796,0.0263722954155844
797,0.0257662343939394
798,0.0252034635757575
799,0.0247056278441558
800,0.0242943722640692
801,0.0237056276147186
802,0.0232943722943723
803,0.0227056277056277
804,0.0222943722943723
805,0.0217056277056277
806,0.0212943723852814
807,0.0207056277359307
808,0.020203463064935
809,0.0196753243030303
810,0.0193419907142857
811,0.0191385272770562
812,0.0189999989696969
813,0.0187705616796537
814,0.0187186135367965
815,0.0184025963419913
816,0.0180909083679653
817,0.0176277053722943
818,0.0171428573982684
819,0.0167662344891775
820,0.0164329015844156
821,0.0160779232900433
822,0.0159220787835498
823,0.0155671001948052
824,0.0152337666060606
825,0.014857142995671
826,0.0143722943419913
827,0.0139090908181818
828,0.0135974025974026
829,0.0132813852813853
830,0.0132294372294372
831,0.013
832,0.0127705627705628
833,0.0127186147186147
834,0.0124025974025974
835,0.012
836,0.0115974025974026
837,0.0113722943904762
838,0.0111688311748918
839,0.0108311688034632
840,0.0106277055714286
841,0.0104025972831169
842,0.00999999979999999
843,0.0095974023168831
844,0.00937229395584414
845,0.00916883077229436
846,0.00883116853593072
847,0.00853679641645021
848,0.00837229447445886
849,0.00813852842770562
850,0.00796969739393938
851,0.00800000049090908
852,0.00803030343636362
853,0.00786147223376622
854,0.00771861505324674
855,0.00740259768008657
856,0.0070000002138528
857,0.00659740275411255
858,0.00628138540043289
859,0.00613852825238094
860,0.00596969706666666
861,0.0060000001090909
862,0.00603030313636363
863,0.00586147193376622
864,0.00562770565324675
865,0.00537229434675324
866,0.00513852806623376
867,0.00496969686363636
868,0.00499999985454545
869,0.00503030292121211
870,0.0048614718030303
871,0.00462770563939393
872,0.00437229446060605
873,0.00413852829696969
874,0.00396969717878787
875,0.00390909113636363
876,0.00400000019999999
877,0.00400000019999999
878,0.0040909093090909
879,0.00403030323636363
880,0.00386147203376623
881,0.00362770575324675
882,0.00337229444675324
883,0.00313852816623376
884,0.00296969696363636
885,0.00290909089090909
886,0.003
887,0.003
888,0.003
889,0.003
890,0.003
891,0.00309090908181818
892,0.00303030302727272
893,0.00286147187532467
894,0.00262770566493506
895,0.00237229443506493
896,0.00213852822467532
897,0.00196969707272727
898,0.00190909101818182
899,0.0020000001
900,0.0020000001
901,0.0020000001
902,0.0020000001
903,0.0020000001
904,0.0020000001
905,0.0020000001
906,0.0020000001
907,0.0020000001
908,0.0020000001
909,0.0020000001
910,0.0020000001
911,0.0020000001
912,0.0020000001
913,0.0020000001
914,0.0020000001
915,0.0020000001
916,0.0020000001
917,0.0020909092
918,0.00203030313333333
919,0.00186147194761905
920,0.00162770569047619
921,0.00137229440952381
922,0.00113852815238095
923,0.000969696966666665
924,0.000909090899999999
925,0.000999999999999999
926,0.000999999999999999
927,0.000999999999999999
928,0.000999999999999999
929,0.000999999999999999
930,0.000999999999999999
931,0.000999999999999999
932,0.000999999999999999
933,0.000999999999999999
934,0.000999999999999999
935,0.000999999999999999
936,0.000999999999999999
937,0.000999999999999999
938,0.000999999999999999
939,0.000999999999999999
940,0.000999999999999999
941,0.000999999999999999
942,0.000999999999999999
943,0.000999999999999999
944,0.000999999999999999
945,0.000999999999999999
946,0.000999999999999999
947,0.000999999999999999
948,0.000999999999999999
949,0.000999999999999999
950,0.000999999999999999
951,0.000999999999999999
952,0.000999999999999999
953,0.000999999999999999
954,0.000999999999999999
955,0.000999999999999999
956,0.000999999999999999
957,0.000999999999999999
958,0.000999999999999999
959,0.000999999999999999
960,0.000999999999999999
961,0.000999999999999999
962,0.000999999999999999
963,0.000999999999999999
964,0.000999999999999999
965,0.000999999999999999
966,0.000999999999999999
967,0.000999999999999999
968,0.000999999999999999
969,0.000999999999999999
970,0.000999999999999999
